时间 - Uba,Voltage [V] - Uba
27:47.4,-0.0487057
27:47.4,-0.0567391
27:47.4,-0.0483843
27:47.4,-0.0573818
27:47.4,-0.0496697
27:47.4,-0.0586671
27:47.4,-0.0506337
27:47.4,-0.0599525
27:47.4,-0.0528831
27:47.4,-0.0612378
27:47.4,-0.051919
27:47.4,-0.0605952
27:47.4,-0.0522404
27:47.4,-0.0605952
27:47.4,-0.0525617
27:47.4,-0.0609165
27:47.4,-0.0525617
27:47.4,-0.0605952
27:47.4,-0.051919
27:47.4,-0.0609165
27:47.4,-0.0525617
27:47.4,-0.0612378
27:47.4,-0.0525617
27:47.4,-0.0615592
27:47.4,-0.0554538
27:47.4,-0.0634872
27:47.4,-0.0548111
27:47.4,-0.0625232
27:47.4,-0.0525617
27:47.4,-0.0605952
27:47.4,-0.051919
27:47.4,-0.0599525
27:47.4,-0.050955
27:47.4,-0.0596312
27:47.4,-0.0512764
27:47.4,-0.0596312
27:47.4,-0.050955
27:47.4,-0.0586671
27:47.4,-0.0503124
27:47.4,-0.0577031
27:47.4,-0.0496697
27:47.4,-0.0577031
27:47.4,-0.0493483
27:47.4,-0.0567391
27:47.4,-0.0483843
27:47.4,-0.0551324
27:47.4,-0.0464563
27:47.4,-0.0538471
27:47.4,-0.0448496
27:47.4,-0.0535257
27:47.4,-0.0448496
27:47.4,-0.0525617
27:47.4,-0.0445283
27:47.4,-0.0515977
27:47.4,-0.0429216
27:47.4,-0.0506337
27:47.4,-0.0416362
27:47.4,-0.0493483
27:47.4,-0.0409936
27:47.4,-0.0487057
27:47.4,-0.0403509
27:47.4,-0.0487057
27:47.4,-0.0400295
27:47.4,-0.0487057
27:47.4,-0.0406722
27:47.4,-0.0496697
27:47.4,-0.0413149
27:47.4,-0.049991
27:47.4,-0.0409936
27:47.4,-0.0483843
27:47.4,-0.0390655
27:47.4,-0.0474203
27:47.4,-0.0390655
27:47.4,-0.047099
27:47.4,-0.0390655
27:47.4,-0.0474203
27:47.4,-0.0393869
27:47.4,-0.0477417
27:47.4,-0.0393869
27:47.4,-0.0477417
27:47.4,-0.0393869
27:47.4,-0.048063
27:47.4,-0.0393869
27:47.4,-0.0474203
27:47.4,-0.0390655
27:47.4,-0.0483843
27:47.4,-0.0409936
27:47.4,-0.0493483
27:47.4,-0.0409936
27:47.4,-0.049027
27:47.4,-0.0413149
27:47.4,-0.0487057
27:47.4,-0.0403509
27:47.4,-0.0483843
27:47.4,-0.0397082
27:47.4,-0.049027
27:47.4,-0.0409936
27:47.4,-0.049991
27:47.4,-0.0426002
27:47.4,-0.051919
27:47.4,-0.0445283
27:47.4,-0.0528831
27:47.4,-0.0442069
27:47.4,-0.0522404
27:47.4,-0.0435643
27:47.4,-0.051919
27:47.4,-0.0445283
27:47.4,-0.0515977
27:47.4,-0.0429216
27:47.4,-0.0512764
27:47.4,-0.0409936
27:47.4,-0.049027
27:47.4,-0.0409936
27:47.4,-0.0493483
27:47.4,-0.0409936
27:47.4,-0.0487057
27:47.4,-0.0413149
27:47.4,-0.0493483
27:47.4,-0.0409936
27:47.4,-0.0496697
27:47.4,-0.0409936
27:47.4,-0.0496697
27:47.4,-0.0419576
27:47.4,-0.0503124
27:47.4,-0.0419576
27:47.4,-0.0503124
27:47.4,-0.0429216
27:47.4,-0.0515977
27:47.4,-0.0429216
27:47.4,-0.0515977
27:47.4,-0.0445283
27:47.4,-0.0535257
27:47.4,-0.0458136
27:47.4,-0.0541684
27:47.4,-0.0458136
27:47.4,-0.0532044
27:47.4,-0.0454923
27:47.4,-0.0541684
27:47.4,-0.0477417
27:47.4,-0.0560964
27:47.4,-0.0474203
27:47.4,-0.0560964
27:47.4,-0.048063
27:47.4,-0.0554538
27:47.4,-0.046135
27:47.4,-0.0535257
27:47.4,-0.0445283
27:47.4,-0.051919
27:47.4,-0.0435643
27:47.4,-0.0515977
27:47.4,-0.0432429
27:47.4,-0.0512764
27:47.4,-0.0435643
27:47.4,-0.051919
27:47.4,-0.0435643
27:47.4,-0.0522404
27:47.4,-0.0445283
27:47.4,-0.0535257
27:47.4,-0.0448496
27:47.4,-0.0525617
27:47.4,-0.0432429
27:47.4,-0.050955
27:47.4,-0.0426002
27:47.4,-0.0493483
27:47.4,-0.0406722
27:47.4,-0.0474203
27:47.4,-0.0377802
27:47.4,-0.0454923
27:47.4,-0.0374588
27:47.4,-0.0467776
27:47.4,-0.0397082
27:47.4,-0.048063
27:47.4,-0.0403509
27:47.4,-0.0487057
27:47.4,-0.0397082
27:47.4,-0.0487057
27:47.4,-0.0416362
27:47.4,-0.0493483
27:47.4,-0.0406722
27:47.4,-0.0477417
27:47.4,-0.0384229
27:47.4,-0.0448496
27:47.4,-0.0352095
27:47.4,-0.0429216
27:47.4,-0.0352095
27:47.4,-0.0435643
27:47.4,-0.0345668
27:47.4,-0.0426002
27:47.4,-0.0342455
27:47.4,-0.0416362
27:47.4,-0.0339241
27:47.4,-0.0422789
27:47.4,-0.0339241
27:47.4,-0.0419576
27:47.4,-0.0336028
27:47.4,-0.0426002
27:47.4,-0.0345668
27:47.4,-0.0422789
27:47.4,-0.0342455
27:47.4,-0.0419576
27:47.4,-0.0336028
27:47.4,-0.0409936
27:47.4,-0.0323174
27:47.4,-0.0400295
27:47.4,-0.0313534
27:47.4,-0.0387442
27:47.4,-0.0303894
27:47.4,-0.0381015
27:47.4,-0.0300681
27:47.4,-0.0374588
27:47.4,-0.0297467
27:47.4,-0.0374588
27:47.4,-0.0284614
27:47.4,-0.0361735
27:47.4,-0.0287827
27:47.4,-0.0374588
27:47.4,-0.0297467
27:47.4,-0.0377802
27:47.4,-0.0307108
27:47.4,-0.0377802
27:47.4,-0.02814
27:47.4,-0.0358522
27:47.4,-0.0278187
27:47.4,-0.0361735
27:47.4,-0.02814
27:47.4,-0.0371375
27:47.4,-0.0297467
27:47.4,-0.0384229
27:47.4,-0.0297467
27:47.4,-0.0374588
27:47.4,-0.0297467
27:47.4,-0.0374588
27:47.4,-0.0300681
27:47.4,-0.0374588
27:47.4,-0.0297467
27:47.4,-0.0384229
27:47.4,-0.0303894
27:47.4,-0.0381015
27:47.4,-0.0303894
27:47.4,-0.0377802
27:47.4,-0.0294254
27:47.4,-0.0374588
27:47.4,-0.0294254
27:47.4,-0.0374588
27:47.4,-0.0291041
27:47.4,-0.0374588
27:47.4,-0.0300681
27:47.4,-0.0384229
27:47.4,-0.0300681
27:47.4,-0.0390655
27:47.4,-0.0307108
27:47.4,-0.0390655
27:47.4,-0.0313534
27:47.4,-0.0384229
27:47.4,-0.0307108
27:47.4,-0.0390655
27:47.4,-0.0313534
27:47.4,-0.0393869
27:47.4,-0.0319961
27:47.4,-0.0400295
27:47.4,-0.0319961
27:47.4,-0.0393869
27:47.4,-0.0307108
27:47.4,-0.0374588
27:47.4,-0.0284614
27:47.4,-0.0361735
27:47.4,-0.02814
27:47.4,-0.0355308
27:47.4,-0.027176
27:47.4,-0.0352095
27:47.4,-0.0265334
27:47.4,-0.0336028
27:47.4,-0.026212
27:47.4,-0.0329601
27:47.4,-0.0249267
27:47.4,-0.0332815
27:47.4,-0.025248
27:47.4,-0.0329601
27:47.4,-0.0229986
27:47.4,-0.0300681
27:47.4,-0.021392
27:47.4,-0.0274974
27:47.4,-0.0191426
27:47.4,-0.0274974
27:47.4,-0.0201066
27:47.4,-0.0287827
27:47.4,-0.0210706
27:47.4,-0.0300681
27:47.4,-0.0226773
27:47.4,-0.0307108
27:47.4,-0.0229986
27:47.4,-0.0307108
27:47.4,-0.022356
27:47.4,-0.0303894
27:47.4,-0.0229986
27:47.4,-0.0307108
27:47.4,-0.0226773
27:47.4,-0.0303894
27:47.4,-0.0220346
27:47.4,-0.0287827
27:47.4,-0.0197853
27:47.4,-0.0268547
27:47.4,-0.0172146
27:47.4,-0.0246053
27:47.4,-0.0178572
27:47.4,-0.0258907
27:47.4,-0.0175359
27:47.4,-0.025248
27:47.4,-0.0178572
27:47.4,-0.025248
27:47.4,-0.0172146
27:47.4,-0.024284
27:47.4,-0.0156079
27:47.4,-0.0239627
27:47.4,-0.0152865
27:47.4,-0.02332
27:47.4,-0.0156079
27:47.4,-0.0229986
27:47.4,-0.0149652
27:47.4,-0.0226773
27:47.4,-0.0159292
27:47.4,-0.02332
27:47.4,-0.0156079
27:47.4,-0.0239627
27:47.4,-0.0165719
27:47.4,-0.025248
27:47.4,-0.0178572
27:47.4,-0.0258907
27:47.4,-0.0178572
27:47.4,-0.0249267
27:47.4,-0.0178572
27:47.4,-0.026212
27:47.4,-0.0191426
27:47.4,-0.0265334
27:47.4,-0.0181786
27:47.4,-0.026212
27:47.4,-0.0188213
27:47.4,-0.0268547
27:47.4,-0.0194639
27:47.4,-0.0265334
27:47.4,-0.0188213
27:47.4,-0.0268547
27:47.4,-0.0188213
27:47.4,-0.0265334
27:47.4,-0.0191426
27:47.4,-0.0268547
27:47.4,-0.0194639
27:47.4,-0.0274974
27:47.4,-0.0201066
27:47.4,-0.0278187
27:47.4,-0.0207493
27:47.4,-0.02814
27:47.4,-0.0204279
27:47.4,-0.02814
27:47.4,-0.0207493
27:47.4,-0.02814
27:47.4,-0.0197853
27:47.4,-0.0278187
27:47.4,-0.0204279
27:47.4,-0.0274974
27:47.4,-0.0207493
27:47.4,-0.027176
27:47.4,-0.0188213
27:47.4,-0.0258907
27:47.4,-0.0188213
27:47.4,-0.0274974
27:47.4,-0.0204279
27:47.4,-0.0268547
27:47.5,-0.0184999
27:47.5,-0.0258907
27:47.5,-0.0178572
27:47.5,-0.0258907
27:47.5,-0.0188213
27:47.5,-0.0274974
27:47.5,-0.0207493
27:47.5,-0.0284614
27:47.5,-0.0210706
27:47.5,-0.0291041
27:47.5,-0.0217133
27:47.5,-0.0300681
27:47.5,-0.0229986
27:47.5,-0.0303894
27:47.5,-0.0229986
27:47.5,-0.0310321
27:47.5,-0.0229986
27:47.5,-0.0300681
27:47.5,-0.022356
27:47.5,-0.0294254
27:47.5,-0.0201066
27:47.5,-0.0278187
27:47.5,-0.0204279
27:47.5,-0.02814
27:47.5,-0.0204279
27:47.5,-0.0278187
27:47.5,-0.021392
27:47.5,-0.0284614
27:47.5,-0.0210706
27:47.5,-0.0287827
27:47.5,-0.022356
27:47.5,-0.0303894
27:47.5,-0.022356
27:47.5,-0.0300681
27:47.5,-0.022356
27:47.5,-0.0287827
27:47.5,-0.0201066
27:47.5,-0.027176
27:47.5,-0.0194639
27:47.5,-0.0268547
27:47.5,-0.0201066
27:47.5,-0.0265334
27:47.5,-0.0197853
27:47.5,-0.0265334
27:47.5,-0.0191426
27:47.5,-0.0268547
27:47.5,-0.0188213
27:47.5,-0.026212
27:47.5,-0.0184999
27:47.5,-0.0258907
27:47.5,-0.0188213
27:47.5,-0.0258907
27:47.5,-0.0181786
27:47.5,-0.0249267
27:47.5,-0.0175359
27:47.5,-0.0246053
27:47.5,-0.0181786
27:47.5,-0.0255693
27:47.5,-0.0184999
27:47.5,-0.025248
27:47.5,-0.0172146
27:47.5,-0.0246053
27:47.5,-0.0172146
27:47.5,-0.0249267
27:47.5,-0.0178572
27:47.5,-0.0255693
27:47.5,-0.0181786
27:47.5,-0.0255693
27:47.5,-0.0181786
27:47.5,-0.0255693
27:47.5,-0.0175359
27:47.5,-0.0246053
27:47.5,-0.0184999
27:47.5,-0.0255693
27:47.5,-0.0184999
27:47.5,-0.0258907
27:47.5,-0.0181786
27:47.5,-0.025248
27:47.5,-0.0181786
27:47.5,-0.0249267
27:47.5,-0.0188213
27:47.5,-0.025248
27:47.5,-0.0178572
27:47.5,-0.0258907
27:47.5,-0.0191426
27:47.5,-0.0274974
27:47.5,-0.0220346
27:47.5,-0.0297467
27:47.5,-0.0229986
27:47.5,-0.0297467
27:47.5,-0.0226773
27:47.5,-0.0303894
27:47.5,-0.0236413
27:47.5,-0.0303894
27:47.5,-0.022356
27:47.5,-0.0294254
27:47.5,-0.02332
27:47.5,-0.0307108
27:47.5,-0.022356
27:47.5,-0.0307108
27:47.5,-0.0246053
27:47.5,-0.0316748
27:47.5,-0.025248
27:47.5,-0.0323174
27:47.5,-0.025248
27:47.5,-0.0329601
27:47.5,-0.0278187
27:47.5,-0.0345668
27:47.5,-0.0287827
27:47.5,-0.0368162
27:47.5,-0.0307108
27:47.5,-0.0390655
27:47.5,-0.0316748
27:47.5,-0.0390655
27:47.5,-0.0326388
27:47.5,-0.0393869
27:47.5,-0.0319961
27:47.5,-0.0393869
27:47.5,-0.0319961
27:47.5,-0.0384229
27:47.5,-0.0307108
27:47.5,-0.0371375
27:47.5,-0.0291041
27:47.5,-0.0361735
27:47.5,-0.0300681
27:47.5,-0.0364948
27:47.5,-0.0294254
27:47.5,-0.0374588
27:47.5,-0.0310321
27:47.5,-0.0377802
27:47.5,-0.0303894
27:47.5,-0.0381015
27:47.5,-0.0313534
27:47.5,-0.0377802
27:47.5,-0.0303894
27:47.5,-0.0371375
27:47.5,-0.0307108
27:47.5,-0.0368162
27:47.5,-0.0297467
27:47.5,-0.0374588
27:47.5,-0.0303894
27:47.5,-0.0371375
27:47.5,-0.0310321
27:47.5,-0.0381015
27:47.5,-0.0307108
27:47.5,-0.0374588
27:47.5,-0.0310321
27:47.5,-0.0374588
27:47.5,-0.0300681
27:47.5,-0.0358522
27:47.5,-0.0284614
27:47.5,-0.0345668
27:47.5,-0.02814
27:47.5,-0.0352095
27:47.5,-0.0278187
27:47.5,-0.0345668
27:47.5,-0.0274974
27:47.5,-0.0342455
27:47.5,-0.02814
27:47.5,-0.0345668
27:47.5,-0.02814
27:47.5,-0.0352095
27:47.5,-0.0287827
27:47.5,-0.0352095
27:47.5,-0.0287827
27:47.5,-0.0355308
27:47.5,-0.0294254
27:47.5,-0.0364948
27:47.5,-0.0313534
27:47.5,-0.0374588
27:47.5,-0.0313534
27:47.5,-0.0384229
27:47.5,-0.0316748
27:47.5,-0.0374588
27:47.5,-0.0300681
27:47.5,-0.0361735
27:47.5,-0.0300681
27:47.5,-0.0355308
27:47.5,-0.0287827
27:47.5,-0.0345668
27:47.5,-0.02814
27:47.5,-0.0358522
27:47.5,-0.0300681
27:47.5,-0.0364948
27:47.5,-0.0300681
27:47.5,-0.0361735
27:47.5,-0.0303894
27:47.5,-0.0368162
27:47.5,-0.0297467
27:47.5,-0.0358522
27:47.5,-0.0297467
27:47.5,-0.0364948
27:47.5,-0.0294254
27:47.5,-0.0355308
27:47.5,-0.0291041
27:47.5,-0.0355308
27:47.5,-0.0291041
27:47.5,-0.0348881
27:47.5,-0.0291041
27:47.5,-0.0358522
27:47.5,-0.0297467
27:47.5,-0.0358522
27:47.5,-0.0294254
27:47.5,-0.0364948
27:47.5,-0.0303894
27:47.5,-0.0368162
27:47.5,-0.0313534
27:47.5,-0.0381015
27:47.5,-0.0323174
27:47.5,-0.0377802
27:47.5,-0.0307108
27:47.5,-0.0364948
27:47.5,-0.0297467
27:47.5,-0.0368162
27:47.5,-0.0307108
27:47.5,-0.0368162
27:47.5,-0.0310321
27:47.5,-0.0387442
27:47.5,-0.0339241
27:47.5,-0.0403509
27:47.5,-0.0339241
27:47.5,-0.0403509
27:47.5,-0.0342455
27:47.5,-0.0397082
27:47.5,-0.0339241
27:47.5,-0.0400295
27:47.5,-0.0345668
27:47.5,-0.0406722
27:47.5,-0.0348881
27:47.5,-0.0400295
27:47.5,-0.0326388
27:47.5,-0.0381015
27:47.5,-0.0323174
27:47.5,-0.0387442
27:47.5,-0.0326388
27:47.5,-0.0384229
27:47.5,-0.0329601
27:47.5,-0.0384229
27:47.5,-0.0323174
27:47.5,-0.0381015
27:47.5,-0.0323174
27:47.5,-0.0381015
27:47.5,-0.0319961
27:47.5,-0.0387442
27:47.5,-0.0329601
27:47.5,-0.0400295
27:47.5,-0.0348881
27:47.5,-0.0413149
27:47.5,-0.0361735
27:47.5,-0.0419576
27:47.5,-0.0368162
27:47.5,-0.0426002
27:47.5,-0.0371375
27:47.5,-0.0426002
27:47.5,-0.0368162
27:47.5,-0.0422789
27:47.5,-0.0364948
27:47.5,-0.0413149
27:47.5,-0.0342455
27:47.5,-0.0413149
27:47.5,-0.0352095
27:47.5,-0.0413149
27:47.5,-0.0368162
27:47.5,-0.0422789
27:47.5,-0.0361735
27:47.5,-0.0426002
27:47.5,-0.0374588
27:47.5,-0.0426002
27:47.5,-0.0358522
27:47.5,-0.0406722
27:47.5,-0.0355308
27:47.5,-0.0403509
27:47.5,-0.0332815
27:47.5,-0.0384229
27:47.5,-0.0332815
27:47.5,-0.0384229
27:47.5,-0.0332815
27:47.5,-0.0384229
27:47.5,-0.0332815
27:47.5,-0.0384229
27:47.5,-0.0332815
27:47.5,-0.0390655
27:47.5,-0.0332815
27:47.5,-0.0393869
27:47.5,-0.0342455
27:47.5,-0.0393869
27:47.5,-0.0342455
27:47.5,-0.0387442
27:47.5,-0.0332815
27:47.5,-0.0384229
27:47.5,-0.0329601
27:47.5,-0.0384229
27:47.5,-0.0332815
27:47.5,-0.0377802
27:47.5,-0.0319961
27:47.5,-0.0358522
27:47.5,-0.0297467
27:47.5,-0.0348881
27:47.5,-0.0294254
27:47.5,-0.0345668
27:47.5,-0.0291041
27:47.5,-0.0348881
27:47.5,-0.0297467
27:47.5,-0.0348881
27:47.5,-0.0294254
27:47.5,-0.0348881
27:47.5,-0.0297467
27:47.5,-0.0348881
27:47.5,-0.0297467
27:47.5,-0.0342455
27:47.5,-0.0297467
27:47.5,-0.0342455
27:47.5,-0.0297467
27:47.5,-0.0345668
27:47.5,-0.0294254
27:47.5,-0.0332815
27:47.5,-0.0278187
27:47.5,-0.0332815
27:47.5,-0.0294254
27:47.5,-0.0342455
27:47.5,-0.0294254
27:47.5,-0.0336028
27:47.5,-0.0278187
27:47.5,-0.0316748
27:47.5,-0.0274974
27:47.5,-0.0323174
27:47.5,-0.0278187
27:47.5,-0.0326388
27:47.5,-0.0274974
27:47.5,-0.0316748
27:47.5,-0.0274974
27:47.5,-0.0319961
27:47.5,-0.02814
27:47.5,-0.0326388
27:47.5,-0.0284614
27:47.5,-0.0342455
27:47.5,-0.0310321
27:47.5,-0.0355308
27:47.5,-0.0307108
27:47.5,-0.0352095
27:47.5,-0.0303894
27:47.5,-0.0352095
27:47.5,-0.0300681
27:47.5,-0.0348881
27:47.5,-0.0307108
27:47.5,-0.0352095
27:47.5,-0.0307108
27:47.5,-0.0355308
27:47.5,-0.0319961
27:47.5,-0.0374588
27:47.5,-0.0336028
27:47.5,-0.0381015
27:47.5,-0.0339241
27:47.5,-0.0381015
27:47.5,-0.0342455
27:47.5,-0.0381015
27:47.5,-0.0339241
27:47.5,-0.0384229
27:47.5,-0.0352095
27:47.5,-0.0397082
27:47.5,-0.0361735
27:47.5,-0.0403509
27:47.5,-0.0368162
27:47.5,-0.0400295
27:47.5,-0.0371375
27:47.5,-0.0409936
27:47.5,-0.0364948
27:47.5,-0.0390655
27:47.5,-0.0352095
27:47.5,-0.0384229
27:47.5,-0.0348881
27:47.5,-0.0384229
27:47.5,-0.0355308
27:47.5,-0.0390655
27:47.5,-0.0352095
27:47.5,-0.0390655
27:47.5,-0.0358522
27:47.5,-0.0393869
27:47.5,-0.0352095
27:47.5,-0.0377802
27:47.5,-0.0332815
27:47.5,-0.0374588
27:47.5,-0.0345668
27:47.5,-0.0381015
27:47.5,-0.0342455
27:47.5,-0.0368162
27:47.5,-0.0339241
27:47.5,-0.0361735
27:47.5,-0.0336028
27:47.5,-0.0352095
27:47.5,-0.0316748
27:47.5,-0.0342455
27:47.5,-0.0323174
27:47.5,-0.0361735
27:47.5,-0.0339241
27:47.5,-0.0355308
27:47.5,-0.0342455
27:47.5,-0.0348881
27:47.5,-0.0342455
27:47.5,-0.0339241
27:47.5,-0.0326388
27:47.5,-0.0339241
27:47.5,-0.0326388
27:47.5,-0.0336028
27:47.5,-0.0329601
27:47.5,-0.0336028
27:47.5,-0.0342455
27:47.5,-0.0345668
27:47.5,-0.0352095
27:47.5,-0.0355308
27:47.5,-0.0361735
27:47.5,-0.0352095
27:47.5,-0.0361735
27:47.5,-0.0339241
27:47.5,-0.0361735
27:47.5,-0.0339241
27:47.5,-0.0364948
27:47.5,-0.0332815
27:47.5,-0.0361735
27:47.5,-0.0323174
27:47.5,-0.0358522
27:47.5,-0.0313534
27:47.5,-0.0355308
27:47.5,-0.0310321
27:47.5,-0.0368162
27:47.5,-0.0291041
27:47.5,-0.0345668
27:47.5,-0.02814
27:47.5,-0.0352095
27:47.5,-0.02814
27:47.5,-0.0364948
27:47.5,-0.02814
27:47.5,-0.0368162
27:47.5,-0.0284614
27:47.5,-0.0374588
27:47.5,-0.0287827
27:47.5,-0.0377802
27:47.5,-0.0294254
27:47.5,-0.0377802
27:47.5,-0.0297467
27:47.5,-0.0387442
27:47.5,-0.0310321
27:47.5,-0.0393869
27:47.5,-0.0307108
27:47.5,-0.0387442
27:47.5,-0.0300681
27:47.5,-0.0377802
27:47.5,-0.0297467
27:47.5,-0.0397082
27:47.5,-0.0319961
27:47.5,-0.0403509
27:47.5,-0.0326388
27:47.5,-0.0416362
27:47.5,-0.0332815
27:47.5,-0.0422789
27:47.5,-0.0352095
27:47.5,-0.0448496
27:47.5,-0.0374588
27:47.5,-0.0467776
27:47.5,-0.0381015
27:47.5,-0.0464563
27:47.5,-0.0387442
27:47.5,-0.049027
27:47.5,-0.0413149
27:47.5,-0.0493483
27:47.5,-0.0416362
27:47.5,-0.0506337
27:47.5,-0.0432429
27:47.5,-0.051919
27:47.5,-0.0438856
27:47.5,-0.0522404
27:47.5,-0.0442069
27:47.5,-0.0525617
27:47.5,-0.0435643
27:47.5,-0.051919
27:47.5,-0.0432429
27:47.5,-0.0515977
27:47.5,-0.0426002
27:47.5,-0.0512764
27:47.5,-0.0429216
27:47.5,-0.0525617
27:47.5,-0.0445283
27:47.5,-0.0525617
27:47.5,-0.0435643
27:47.5,-0.0515977
27:47.5,-0.0419576
27:47.5,-0.050955
27:47.5,-0.0422789
27:47.5,-0.0512764
27:47.5,-0.0426002
27:47.5,-0.0503124
27:47.5,-0.0422789
27:47.5,-0.050955
27:47.5,-0.0422789
27:47.5,-0.0506337
27:47.5,-0.0432429
27:47.5,-0.0512764
27:47.5,-0.0426002
27:47.5,-0.0496697
27:47.5,-0.0416362
27:47.5,-0.0496697
27:47.5,-0.0409936
27:47.5,-0.049027
27:47.5,-0.0403509
27:47.5,-0.0483843
27:47.5,-0.0397082
27:47.5,-0.0483843
27:47.5,-0.0390655
27:47.5,-0.046135
27:47.5,-0.0368162
27:47.5,-0.0458136
27:47.5,-0.0381015
27:47.5,-0.0464563
27:47.5,-0.0381015
27:47.5,-0.0464563
27:47.5,-0.0377802
27:47.5,-0.0458136
27:47.5,-0.0368162
27:47.5,-0.0445283
27:47.5,-0.0361735
27:47.5,-0.0442069
27:47.5,-0.0352095
27:47.5,-0.0422789
27:47.5,-0.0339241
27:47.5,-0.0422789
27:47.5,-0.0329601
27:47.5,-0.0419576
27:47.5,-0.0326388
27:47.5,-0.0413149
27:47.5,-0.0326388
27:47.5,-0.0409936
27:47.5,-0.0323174
27:47.5,-0.0397082
27:47.5,-0.0310321
27:47.5,-0.0393869
27:47.5,-0.0303894
27:47.5,-0.0381015
27:47.5,-0.0297467
27:47.5,-0.0381015
27:47.5,-0.0294254
27:47.5,-0.0381015
27:47.5,-0.0294254
27:47.5,-0.0371375
27:47.5,-0.0287827
27:47.5,-0.0377802
27:47.5,-0.0294254
27:47.5,-0.0371375
27:47.5,-0.0287827
27:47.5,-0.0371375
27:47.5,-0.02814
27:47.5,-0.0358522
27:47.5,-0.0274974
27:47.5,-0.0364948
27:47.5,-0.02814
27:47.5,-0.0348881
27:47.5,-0.026212
27:47.5,-0.0352095
27:47.5,-0.0268547
27:47.5,-0.0339241
27:47.5,-0.0246053
27:47.5,-0.0319961
27:47.5,-0.0236413
27:47.5,-0.0316748
27:47.5,-0.02332
27:47.5,-0.0313534
27:47.5,-0.0220346
27:47.5,-0.0303894
27:47.5,-0.0220346
27:47.5,-0.0307108
27:47.5,-0.02332
27:47.5,-0.0310321
27:47.5,-0.0226773
27:47.5,-0.0329601
27:47.5,-0.0258907
27:47.5,-0.0345668
27:47.5,-0.0265334
27:47.5,-0.0358522
27:47.5,-0.0274974
27:47.5,-0.0361735
27:47.5,-0.0278187
27:47.5,-0.0355308
27:47.5,-0.0274974
27:47.5,-0.0358522
27:47.5,-0.0265334
27:47.5,-0.0348881
27:47.5,-0.0265334
27:47.5,-0.0352095
27:47.5,-0.027176
27:47.5,-0.0355308
27:47.5,-0.0268547
27:47.5,-0.0364948
27:47.5,-0.0284614
27:47.5,-0.0371375
27:47.5,-0.0297467
27:47.5,-0.0384229
27:47.5,-0.0310321
27:47.5,-0.0400295
27:47.5,-0.0316748
27:47.5,-0.0393869
27:47.5,-0.0316748
27:47.5,-0.0403509
27:47.5,-0.0316748
27:47.5,-0.0403509
27:47.5,-0.0313534
27:47.5,-0.0390655
27:47.5,-0.0297467
27:47.5,-0.0368162
27:47.5,-0.02814
27:47.5,-0.0374588
27:47.5,-0.0287827
27:47.5,-0.0377802
27:47.5,-0.0300681
27:47.5,-0.0384229
27:47.5,-0.0303894
27:47.5,-0.0390655
27:47.5,-0.0316748
27:47.5,-0.0400295
27:47.5,-0.0313534
27:47.5,-0.0397082
27:47.5,-0.0319961
27:47.5,-0.0409936
27:47.5,-0.0329601
27:47.5,-0.0400295
27:47.5,-0.0313534
27:47.5,-0.0403509
27:47.5,-0.0323174
27:47.5,-0.0400295
27:47.5,-0.0310321
27:47.5,-0.0397082
27:47.5,-0.0307108
27:47.5,-0.0377802
27:47.5,-0.0287827
27:47.5,-0.0368162
27:47.5,-0.0287827
27:47.5,-0.0371375
27:47.5,-0.0291041
27:47.5,-0.0371375
27:47.5,-0.0287827
27:47.5,-0.0374588
27:47.5,-0.0294254
27:47.5,-0.0368162
27:47.5,-0.0284614
27:47.5,-0.0364948
27:47.5,-0.0284614
27:47.5,-0.0371375
27:47.5,-0.0287827
27:47.5,-0.0355308
27:47.5,-0.026212
27:47.5,-0.0355308
27:47.5,-0.0274974
27:47.5,-0.0355308
27:47.5,-0.027176
27:47.5,-0.0355308
27:47.5,-0.0265334
27:47.5,-0.0339241
27:47.5,-0.024284
27:47.5,-0.0332815
27:47.5,-0.025248
27:47.5,-0.0342455
27:47.5,-0.0255693
27:47.5,-0.0339241
27:47.5,-0.0255693
27:47.5,-0.0336028
27:47.5,-0.025248
27:47.5,-0.0329601
27:47.5,-0.024284
27:47.5,-0.0329601
27:47.5,-0.0246053
27:47.5,-0.0319961
27:47.5,-0.02332
27:47.5,-0.0319961
27:47.5,-0.0239627
27:47.5,-0.0326388
27:47.5,-0.0246053
27:47.5,-0.0323174
27:47.5,-0.02332
27:47.5,-0.0307108
27:47.5,-0.022356
27:47.5,-0.0307108
27:47.5,-0.0229986
27:47.5,-0.0310321
27:47.5,-0.0229986
27:47.5,-0.0319961
27:47.5,-0.0239627
27:47.5,-0.0319961
27:47.5,-0.02332
27:47.5,-0.0329601
27:47.5,-0.025248
27:47.5,-0.0339241
27:47.5,-0.026212
27:47.5,-0.0352095
27:47.5,-0.0278187
27:47.5,-0.0355308
27:47.5,-0.0274974
27:47.5,-0.0352095
27:47.5,-0.0278187
27:47.5,-0.0358522
27:47.5,-0.02814
27:47.5,-0.0364948
27:47.5,-0.0278187
27:47.5,-0.0348881
27:47.5,-0.026212
27:47.5,-0.0342455
27:47.5,-0.026212
27:47.5,-0.0358522
27:47.5,-0.02814
27:47.5,-0.0361735
27:47.5,-0.0278187
27:47.5,-0.0348881
27:47.5,-0.026212
27:47.5,-0.0358522
27:47.5,-0.0287827
27:47.5,-0.0364948
27:47.5,-0.0287827
